1,Southern Great Plain (SGP),1,7
2,Eastern North Atlantic (ENA),8,15
3,North Slope of Alaska (NSA),16,18
4,GoAmazon (MAO),19,24
5,TRACER (HOU),25,33
6,CACTI (COR),34,41
7,COMBLE (ANX),42,44
8,MAGIC (MAG),45,52
9,Southeast US (SEUS),53,58
10,Nauru (TWPNAU),59,58
11,Manus (TWPMAN),59,58
12,Darwin (TWPDAR),59,58
13,MAGIC (MAG1),59,58
14,MAGIC (MAG2),59,58
15,MAGIC (MAG3),59,58
16,MAGIC (MAG4),59,58
